/*
License:		CC BY-SA (Creative Commons Attribution-ShareAlike)

Author:		Maciej Słojewski (🐘), http://mslonik.pl

Purpose:		Collection of Unicode characters in form of hotstring definitions.

Notes:		Some Unicode characters are not present in all fonts. Then if unsuccessful you'll see empty character box: ☐. Some pictograms are very small. To see it expand the size of font.
*/

*‖(-:‖SI‖Dis‖🙃‖U+1F643
*‖:(‖CL‖En‖🙁‖
*‖:)‖CL‖En‖🙂‖
*‖:*‖CL‖En‖😳‖
*‖:-(‖CL‖En‖🙁‖
*‖:-)‖CL‖En‖🙂‖
*‖:-*‖CL‖En‖😳‖
*‖:-/‖CL‖En‖😕‖
*‖:-D‖CL‖En‖😀‖
*‖:-p‖CL‖En‖😜‖
*‖:-|‖CL‖En‖😐‖
*‖:/‖CL‖En‖😕‖
*‖:D‖CL‖En‖😀‖
*‖:p‖CL‖En‖😜‖
*‖:|‖CL‖En‖😐‖
*‖;)‖CL‖En‖😉‖
*‖;-)‖CL‖En‖😉‖
*‖<3/‖CL‖En‖♡‖
*‖ad2res2/‖SI‖En‖✉‖
*‖alcohol/‖SI‖En‖🍾🥃🍷🍸🍺‖U+1F376 | U+1F943 | U+1F377 | U+1F378 | U+1F37A
*‖ambulance/‖SI‖En‖🚑‖{U+1F691}
*‖beer‖SI‖En‖🍺‖{U+1F37A}
*‖bicycle/‖MSI‖En‖🚲¦🚴¦🚵¦🚳‖
*‖box/‖SI‖En‖☐‖
*‖brokenheart/‖SI‖En‖💔‖U+1F494
*‖bug/‖SI‖En‖🐛‖U+1F41B
*‖bulb/‖SI‖En‖💡‖
*‖candle/‖SI‖En‖🕯‖U+1F56F
*‖car/‖SI‖En‖🚙‖U+1F699
*‖cars/‖SI‖En‖🚙🚐🚕🚑🚐🚗🚛🚚‖
*‖cat/‖CL‖En‖🐈‖
*‖chat/‖SI‖En‖🗪‖
*‖checknok/‖SI‖En‖❎‖
*‖checkok/‖SI‖En‖☑‖
