;; Roman Numerals Sender: Types the Roman Numerals as opposed to typing them with the Latin letters.

*C1?OZ‖^smallromannumeral1 ‖SI‖En‖{U+2170}‖small roman numeral one (U+2170)
*C1?OZ‖^smallromannumeral2 ‖SI‖En‖{U+2171}‖small roman numeral two (U+2171)
*C1?OZ‖^smallromannumeral3 ‖SI‖En‖{U+2172}‖small roman numeral three (U+2172)
*C1?OZ‖^smallromannumeral4 ‖SI‖En‖{U+2173}‖small roman numeral four (U+2173)
*C1?OZ‖^smallromannumeral5 ‖SI‖En‖{U+2174}‖small roman numeral five (U+2174)
*C1?OZ‖^smallromannumeral6 ‖SI‖En‖{U+2175}‖small roman numeral six (U+2175)
*C1?OZ‖^smallromannumeral7 ‖SI‖En‖{U+2176}‖small roman numeral seven (U+2176)
*C1?OZ‖^smallromannumeral8 ‖SI‖En‖{U+2177}‖small roman numeral eight (U+2177)
*C1?OZ‖^smallromannumeral9 ‖SI‖En‖{U+2178}‖small roman numeral nine (U+2178)
*C1?OZ‖^smallromannumeral10 ‖SI‖En‖{U+2179}‖small roman numeral ten (U+2179)
*C1?OZ‖^smallromannumeral11 ‖SI‖En‖{U+217A}‖small roman numeral eleven (U+217A)
*C1?OZ‖^smallromannumeral12 ‖SI‖En‖{U+217B}‖small roman numeral twelve (U+217B)
*C1?OZ‖^smallromannumeralone ‖SI‖En‖{U+2170}‖small roman numeral one (U+2170)
*C1?OZ‖^smallromannumeraltwo ‖SI‖En‖{U+2171}‖small roman numeral two (U+2171)
*C1?OZ‖^smallromannumeralthree ‖SI‖En‖{U+2172}‖small roman numeral three (U+2172)
*C1?OZ‖^smallromannumeralfour ‖SI‖En‖{U+2173}‖small roman numeral four (U+2173)
*C1?OZ‖^smallromannumeralfive ‖SI‖En‖{U+2174}‖small roman numeral five (U+2174)
*C1?OZ‖^smallromannumeralsix ‖SI‖En‖{U+2175}‖small roman numeral six (U+2175)
*C1?OZ‖^smallromannumeralseven ‖SI‖En‖{U+2176}‖small roman numeral seven (U+2176)
*C1?OZ‖^smallromannumeraleight ‖SI‖En‖{U+2177}‖small roman numeral eight (U+2177)
*C1?OZ‖^smallromannumeralnine ‖SI‖En‖{U+2178}‖small roman numeral nine (U+2178)
*C1?OZ‖^smallromannumeralten ‖SI‖En‖{U+2179}‖small roman numeral ten (U+2179)
*C1?OZ‖^smallromannumeraleleven ‖SI‖En‖{U+217A}‖small roman numeral eleven (U+217A)
*C1?OZ‖^smallromannumeraltwelve ‖SI‖En‖{U+217B}‖small roman numeral twelve (U+217B)

*C1?OZ‖^smallromannumeral50 ‖SI‖En‖{U+217C}‖small roman numeral fifty (U+217C)
*C1?OZ‖^smallromannumeral100 ‖SI‖En‖{U+217D}‖small roman numeral one hundred (U+217D)
*C1?OZ‖^smallromannumeral500 ‖SI‖En‖{U+217E}‖small roman numeral five hundred (U+217E)
